"pct_never_married","pct_married","pct_seperated_widowed_divorced","pct_below_poverty","pct_above_poverty","pct_white","pct_black","pct_asian","pct_other","pct_male","pct_female","hasWoman","Party","pct_young","pct_mid","pct_old","pct_ed1","pct_ed2","pct_ed3"
0.346577483105602,0.480806446605425,0.172616070288973,0.112337210873833,0.887662789126167,0.656390654946439,0.0336485994907239,0.059607835685161,0.250352909877676,0.523368063284885,0.476631936715115,"0","Republican",0.154430647779654,0.257140995640206,0.219796343853668,0.0714889207544249,0.648463180615243,0.280047898630331
0.282409732451639,0.495752214173059,0.221838053375302,0.188660828012221,0.811339171987779,0.78293428767628,0.157846512015194,0.0123231465808873,0.046896053727638,0.491098039387548,0.508901960612452,"0","Republican",0.127532683897384,0.254681733796436,0.281362500754289,0.146685097748746,0.639458467578466,0.213856434672788
0.316175175509903,0.502650661905492,0.181174162584605,0.120444539576781,0.879555460423219,0.844005619259332,0.0402261744412575,0.029492522777829,0.0862756835215818,0.502738305999441,0.497261694000559,"0","Democratic",0.149123409734299,0.268129561120461,0.252006304862743,0.0945419160415381,0.522077923527178,0.383380160431284
0.344129325976043,0.462560763852088,0.193309910171868,0.183020643924144,0.816979356075856,0.598565087865194,0.313312125774077,0.0368104757855606,0.0513123105751681,0.487448925920413,0.512551074079587,"0","Republican",0.136189490641251,0.274852998457119,0.240258353113289,0.143526374884283,0.565950287755868,0.290523337359847
0.351620187202253,0.474155172975139,0.174224639822607,0.14353776787629,0.85646223212371,0.721275361823769,0.142673311294988,0.0515080842632863,0.0845432426179567,0.490708104759258,0.509291895240742,"0","Democratic",0.137994251811642,0.26791433305022,0.264796926846462,0.118284177613439,0.553740122207514,0.327975700179047
0.289668994119384,0.530438311850435,0.179892694030182,0.12240715614753,0.877592843852469,0.913306380236913,0.0314998490566524,0.0220200275109539,0.0331737431954803,0.497180030677868,0.502819969322132,"1","Republican",0.125580359470456,0.249458824650175,0.288832831368924,0.0787256136758302,0.644735579090663,0.276538807233507
0.28363045957206,0.496225754302797,0.220143786125143,0.191221836575595,0.808778163424405,0.874203827067988,0.0793348615382454,0.0123581129259898,0.0341031984677771,0.492620184132303,0.507379815867697,"0","Republican",0.127543102832995,0.265758565224494,0.279001472088659,0.155379466234113,0.622287956144232,0.222332577621655
0.355321599035714,0.432541420707394,0.212136980256892,0.198410764574723,0.801589235425277,0.62781621773216,0.323072833461944,0.0169205338178402,0.0321904149880551,0.488661145421745,0.511338854578254,"0","Republican",0.142040864782836,0.254134266559648,0.262083207518116,0.164179753048988,0.606592047278259,0.229228199672754
0.286711500504604,0.495956916646572,0.217331582848824,0.14125945028203,0.85874054971797,0.947514038534264,0.0124480391913624,0.0108616791808668,0.0291762430935072,0.486901252472579,0.513098747527421,"1","Democratic",0.114490834823835,0.269192512681482,0.337627030973115,0.0827740468852114,0.623522655140102,0.293703297974686
0.370976616721916,0.458094225368698,0.170929157909386,0.116324601300956,0.883675398699044,0.792749675038189,0.0707929008890196,0.0612385492471323,0.0752188748256591,0.484726646631308,0.515273353368692,"0","Democratic",0.137681071330304,0.270469332618576,0.281852483941668,0.103096436001496,0.48508911339089,0.411814450607615
0.331685612611653,0.47628602447178,0.192028362916567,0.16195710713986,0.83804289286014,0.788767206696915,0.138770037206314,0.0283963161197662,0.0440664399770047,0.490950291310376,0.509049708689624,"0","Democratic",0.120719157260983,0.261315554168836,0.292093231833251,0.101427657257476,0.625040097896498,0.273532244846026
0.319853683688882,0.51651723048489,0.163629085826229,0.114645670590742,0.885354329409259,0.844202483593612,0.0572516209399995,0.0458757675448442,0.0526701279215448,0.497111416478825,0.502888583521175,"0","Democratic",0.137612093294459,0.26222148354102,0.273149119516644,0.0742006375349448,0.583115752591568,0.342683609873487
0.286165554653816,0.51001649465779,0.203817950688395,0.154269944847047,0.845730055152953,0.893503090626127,0.00567811570968142,0.00798765898870532,0.0928311346754867,0.501582193460397,0.498417806539603,"0","Republican",0.125320077883583,0.240882237716874,0.313618196543696,0.0738693683983617,0.633195372565926,0.292935259035711
